"1624016456206925825 2023-02-10 12:04:30 +0000 <tesla_kobe> @mat2ate7 @Kyop_3 @pluteus871 おめでとう🎊㊗️㊗️🍾
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623996370817372160 2023-02-10 10:44:41 +0000 <edcc22542488> @wilmerson8308 @joacosaavedraq Eres pava muñeca así q se entiende tu dolor anal
",edcc eres pava muñeca así q se entiende tu dolor anal,0,0,0.0,neutral
"1623273461677170689 2023-02-08 10:52:06 +0000 <ANArce_River> Two semi-trucks, a Tesla and a Volvo are racing at top speed among the traffic of downtown Tokyo, at midday. #AIArtwork #AIart #AiArt #digitalart #aiartcommunity #ArtificialIntelligence 4  https://t.co/j4nj4E6ZWc
",anarceriver two semitrucks a tesla and a volvo are racing at top speed among the traffic of downtown tokyo at midday aiartwork aiart aiart digitalart aiartcommunity artificialintelligence,0,0,0.2023,positive
"1623708194429337601 2023-02-09 15:39:35 +0000 <rockbeer1101> @WholeMarsBlog The guy lives in my neighborhood and proudly drives around his Tesla with his name in the number plate. He should sell it if he is so bitter.
",rockbeer the guy lives in my neighborhood and proudly drives around his tesla with his name in the number plate he should sell it if he is so bitter,0,0,0.0731,positive
"1623991051336687616 2023-02-10 10:23:33 +0000 <TD_Tesla> @CathyKichler Damned if he does, damned if he doesn’t 🤷‍♀️
",tdtesla damned if he does damned if he doesn’t 🤷‍♀️,0,0,-0.6369,negative
"1622928608678543362 2023-02-07 12:01:47 +0000 <IYCBhojpur> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/n8FN31bGZ4
",iycbhojpur bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1624010698870214660 2023-02-10 11:41:37 +0000 <Tesla_GTownTX> @bradsferguson @stevewoz He sounds like a whinny child that didn’t get the birthday gift that really wanted.
",teslagtowntx he sounds like a whinny child that didn’t get the birthday gift that really wanted,0,0,0.6597,positive
"1622946114860371968 2023-02-07 13:11:21 +0000 <SereneMariaLai3> @TeslaSg @elonmusk The Metaverse went up and dropped the price so quickly ,  which is really not interesting!  I hope 《Tesla🚘》 goes up high🎉🎉🎉  📣Go Go Go Fighting🤺🤺🤺💪💪💪👏 My Daddy is a Iron Man 鋼鐵人 Elon Musk is a 鋼鐵人，too‼️  They'll also get me into epic chaos 🌀 Lord  saves me💟  https://t.co/5SFoUSja6q
",serenemarialai the metaverse went up and dropped the price so quickly which is really not interesting i hope 《tesla🚘》 goes up high🎉🎉🎉 📣go go go fighting🤺🤺🤺💪💪💪👏 my daddy is a iron man 鋼鐵人 elon musk is a 鋼鐵人，too‼️ theyll also get me into epic chaos 🌀 lord saves me💟,4,0,3.1638,positive
"1623996924981542912 2023-02-10 10:46:53 +0000 <bluebaybreeze> @thedailybeast And in a Tesla of course.
",bluebaybreeze and in a tesla of course,0,0,0.0,neutral
"1624004495243112449 2023-02-10 11:16:58 +0000 <TeslaOpinion> @JohnLeePettim13 Renewable energy requires far LESS mining than fossil fuel + increasingly recyclable  #EV batteries will outlast their cars, have a 2nd life in stationary storage &amp; then be fully recycled into a new battery  @TonyClimate @JunkScience #ClimateScam   https://t.co/CbpFQugBtz
",teslaopinion renewable energy requires far less mining than fossil fuel increasingly recyclable ev batteries will outlast their cars have a nd life in stationary storage amp then be fully recycled into a new battery climatescam,0,0,0.2732,positive
"1623708618267713539 2023-02-09 15:41:16 +0000 <dreamknighth> ESTUDIOS DE GENERO?  3700 AÑOS DE AVANZE  SICRATES PLATON ESOPO  GALILEO  COPERNICO  DAVINCCI TESLA  EL PUTO DE EDISON WALTS  SACRIFICARON SUS VIDAS PARA QUE AVANZEMOS Y ME VAN A SALIR CON ESA MIERDA?  QUE SE RESUELVE PENSANDO 5 PUTOS SEGUNDOS?  PUEDEN IRSE A LA #################
",dreamknighth estudios de genero años de avanze sicrates platon esopo galileo copernico davincci tesla el puto de edison walts sacrificaron sus vidas para que avanzemos y me van a salir con esa mierda que se resuelve pensando putos segundos pueden irse a la,0,0,0.0,neutral
"1622978990125486086 2023-02-07 15:21:59 +0000 <vaaalcabrera1> Thinking of naming it Tesla
",vaaalcabrera thinking of naming it tesla,0,0,0.0,neutral
"1623692402405044224 2023-02-09 14:36:50 +0000 <sese_hun> Tesla's U.S. stock rose about 3.3% at the beginning of the session, and it is expected to record the longest winning streak in the past seven months, reaching as high as $207.90, approaching the peak of $237.40 in November 2022.
",sesehun teslas us stock rose about at the beginning of the session and it is expected to record the longest winning streak in the past seven months reaching as high as approaching the peak of in november,0,0,0.6369,positive
"1622925565325094913 2023-02-07 11:49:41 +0000 <SayanAug15> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/qFsGWS0irg
",sayanaug bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1623633151519232000 2023-02-09 10:41:23 +0000 <forkingheck1> Ever single one of you Tesla Fanboys who caved in to his demands and paid to get rid of articial limitations is responsible for this.  Y'all literally paid him extra money to use seat warmers that were already installed in the cars.  Fucker is applying the same logic here.
",forkingheck ever single one of you tesla fanboys who caved in to his demands and paid to get rid of articial limitations is responsible for this yall literally paid him extra money to use seat warmers that were already installed in the cars fucker is applying the same logic here,0,0,-0.25,negative
"1623999216161898496 2023-02-10 10:56:00 +0000 <DansTesla> @ChrisGWarp @AndrewOptimus @MontanaSeptic @pakpakchicken Not yet
",danstesla not yet,0,0,0.0,neutral
"1623657283061161985 2023-02-09 12:17:17 +0000 <MMitid> @Valuetothebear @p_ferragu This exactly, in Denmark more and more buisnesses also put up chargers that can take all batteries! (or the plug)   I dont get why USA is so behind when it comes to EV, they are lightyears behind even with tesla!
",mmitid this exactly in denmark more and more buisnesses also put up chargers that can take all batteries or the plug i dont get why usa is so behind when it comes to ev they are lightyears behind even with tesla,0,0,0.0,neutral
"1623996661893562368 2023-02-10 10:45:51 +0000 <Oten_13> ?  https://t.co/VuqYDpKJRu
",oten,0,0,0.0,neutral
"1624016175393898496 2023-02-10 12:03:23 +0000 <freeman_tesla> At this point I feel NADAA should do something to save if not the country, his own party. This is becoming a monumental shame on his presidency.  If this continues, DMB will struggle to become BMW...  B.F. 4rm bishop's town...  https://t.co/YnI1d9742F
",freemantesla at this point i feel nadaa should do something to save if not the country his own party this is becoming a monumental shame on his presidency if this continues dmb will struggle to become bmw bf rm bishops town,0,0,0.128,positive
"1622947449836015616 2023-02-07 13:16:39 +0000 <HpHuzefa> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/jTpB9HaCvF
",hphuzefa bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1623278559224627201 2023-02-08 11:12:22 +0000 <memesbyky> Here’s hoping!🤞Quotes from Nikola tesla's | Best Quotes #shorts #short #shortvideo #bes...  https://t.co/jmDXBHMTtE via @YouTube
",memesbyky here’s hoping🤞quotes from nikola teslas best quotes shorts short shortvideo bes via,0,0,0.6369,positive
"1624008151061110785 2023-02-10 11:31:30 +0000 <TeslaCop0927> 🧐🧐🧐
",teslacop 🧐🧐🧐,0,0,0.0,neutral
"1624005495387471873 2023-02-10 11:20:57 +0000 <GAFAM_TESLA_NEW> ChatGPT超えるAI検索「グーグルキラー」、マイクロソフト独占取材  https://t.co/oIODqX8nNi  #GAFAM #投資タイミング監視 #米国個別株　#米国株 2023年02月10日 20:20:57
",gafamteslanew chatgpt超えるai検索「グーグルキラー」、マイクロソフト独占取材 gafam 投資タイミング監視 米国個別株 米国株 年月日,0,0,0.0,neutral
"1624010990462312449 2023-02-10 11:42:47 +0000 <TeslaTechnics> Explain to an alien what money is 👇
",teslatechnics explain to an alien what money is 👇,0,0,0.0,neutral
"1624005024589176834 2023-02-10 11:19:05 +0000 <TESLAholder> @ponmarutoyuri ありがとうございます😭
",teslaholder ありがとうございます😭,0,1,-1.0,negative
"1623985456634560514 2023-02-10 10:01:19 +0000 <KingAndBrother> @Matrix_Escaped If Nicola Tesla could create earthquakes from his laboratory in the 1890s then absolutely this could have been man made.
",kingandbrother if nicola tesla could create earthquakes from his laboratory in the s then absolutely this could have been man made,0,0,0.2732,positive
"1622983428718075904 2023-02-07 15:39:37 +0000 <ANArce_River> Two racing cars, a Tesla 'Model S Plaid' and a Bugatti 'Veyron', are racing at top speed over the face of a giant 'Cartier' watch, made of gold. #AIArtwork #AIart #AiArt #digitalart #aiartcommunity #ArtificialIntelligence  5  https://t.co/XmE1oCDEmc
",anarceriver two racing cars a tesla model s plaid and a bugatti veyron are racing at top speed over the face of a giant cartier watch made of gold aiartwork aiart aiart digitalart aiartcommunity artificialintelligence,0,0,0.2023,positive
"1623308032800333824 2023-02-08 13:09:29 +0000 <mgupt108> @MuskUniversity A 6 years old interview, Boss @elonmusk talks about the future of electric cars. @Tesla @MuskUniversity  https://t.co/Ksj4T56UFW
",mgupt a years old interview boss talks about the future of electric cars,0,0,0.0,neutral
"1623708922539307009 2023-02-09 15:42:28 +0000 <Hiperenlazados> 🧰 Tesla realmente era un «científico loco» arquetípico. Aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo  https://t.co/O9pWa9iYe1
",hiperenlazados 🧰 tesla realmente era un «científico loco» arquetípico aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo,0,0,0.0,neutral
"1624001506633547776 2023-02-10 11:05:06 +0000 <TeslaClubAT> @JVerdura Our condolences 🙏🖤
",teslaclubat our condolences 🙏🖤,0,0,0.0,neutral
"1623994568801759233 2023-02-10 10:37:32 +0000 <TruttMD> @Pakeha56 @Birrigand @freddyflint8 @SusiRowell @GoldsteinBrooke People TOLD to leave to facilitate the murder of Jews, who comply… are… largely in favor of the murder of Jews.  I agree, some were scared to be caught in the crossfire, but I sure don’t criticize Israel for not welcoming them back!
",truttmd people told to leave to facilitate the murder of jews who comply… are… largely in favor of the murder of jews i agree some were scared to be caught in the crossfire but i sure don’t criticize israel for not welcoming them back,0,0,-0.8275,negative
"1623997350074060806 2023-02-10 10:48:35 +0000 <Tesla__K> @LaPvlga  https://t.co/eX29NcTgQJ
",teslak,0,0,0.0,neutral
"1622922356602675203 2023-02-07 11:36:56 +0000 <LaCronologia> Las predicciones que hizo Nikola Tesla para el futuro  https://t.co/phFNV9Yb3D
",lacronologia las predicciones que hizo nikola tesla para el futuro,0,0,0.0,neutral
"1623697500883517443 2023-02-09 14:57:05 +0000 <Johnkim26391993> Tesla stock rallies again, toward the longest win streak in seven months - MarketWatch  https://t.co/27OmCONaPV
",johnkim tesla stock rallies again toward the longest win streak in seven months marketwatch,0,0,0.5859,positive
"1624003829841944578 2023-02-10 11:14:20 +0000 <toshiki_tesla>  https://t.co/4TGgWq4B5x
",toshikitesla,0,0,0.0,neutral
"1622923008603217920 2023-02-07 11:39:32 +0000 <RakhuDasTPYC> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/KEMJ595aJJ
",rakhudastpyc bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1622929274733723648 2023-02-07 12:04:26 +0000 <_mm85> @Bond007theone @Tslachan @jpr007 @RealTeslaNorth @DriveTeslaca @greggertruck @TSLAFanMtl @Berlinergy @SawyerMerritt @Tesla $NIO got Gigapresses, too. Doing one-piece castings for the new ES8, for example.  https://t.co/iChjcdyWK1
",mm nio got gigapresses too doing onepiece castings for the new es for example,0,0,0.0,neutral
"1624007841391718400 2023-02-10 11:30:16 +0000 <TeslaBoomerMama> @INO_RPS Yes
",teslaboomermama yes,0,0,0.4019,positive
"1622977865145786368 2023-02-07 15:17:31 +0000 <MyDumbQs> @elonmusk @Tesla @Walmart  https://t.co/yQIot8Lp2J #Dumbquestion @elonmusk , Y isn't @Tesla offering it's #solarpanels to @Walmart ? CC:@GerberKawasaki @garyblack00 @KoguanLeo  @MartinViecha @kimbal
",mydumbqs dumbquestion y isnt offering its solarpanels to cc,0,0,0.0,neutral
"1622924692352028674 2023-02-07 11:46:13 +0000 <IYCLadakh> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/7Nco3IVuQL
",iycladakh bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1624002474624405504 2023-02-10 11:08:57 +0000 <ahmadzead58> I join to Covalent 🐻 $CQT 🛠 . ur turn ! @LBKit2 @tesla_xrp
",ahmadzead i join to covalent 🐻 cqt 🛠 ur turn,1,0,1.296,positive
"1624013797332594688 2023-02-10 11:53:56 +0000 <BestTrader01> @7trader13 Not before $240
",besttrader not before,0,0,0.0,neutral
"1624008175136518145 2023-02-10 11:31:36 +0000 <TESLAholder> @John2Tesla 普通の養命酒もめちゃ調子いいですよ  https://t.co/i9qOW4Hejl
",teslaholder 普通の養命酒もめちゃ調子いいですよ,0,0,0.0,neutral
"1622954008305627137 2023-02-07 13:42:43 +0000 <DELOFROZE> @TeamYouTube …MY YOUTUBE CHANNEL AND GMAIL WAS HACKED BY TESLA AS WELL…AMEN
",delofroze …my youtube channel and gmail was hacked by tesla as well…amen,0,0,-0.4019,negative
"1623996927200137217 2023-02-10 10:46:54 +0000 <Oten_13> @kookrev  https://t.co/OxznDtnep1
",oten,0,0,0.0,neutral
"1623999389843836931 2023-02-10 10:56:41 +0000 <MerkwSonderling> @TouchBenny Der Hype scheint eh vorbei. Hier steht bei Tesla der ganze Hof voll, ohne das da ein Auto weggeht. Sonst waren es mal 2-3 und nun schätzungsweise 40
",merkwsonderling der hype scheint eh vorbei hier steht bei tesla der ganze hof voll ohne das da ein auto weggeht sonst waren es mal und nun schätzungsweise,0,0,0.0,neutral
"1624016207417335810 2023-02-10 12:03:31 +0000 <gold_tesla> @danavirsarria @beehiiv I'm ngl, this isn't the first time I've seen someone be unhappy about beehiv. As someone interested in starting a newsletter in the future I'm seriously considering other platforms for the host
",goldtesla im ngl this isnt the first time ive seen someone be unhappy about beehiv as someone interested in starting a newsletter in the future im seriously considering other platforms for the host,0,0,-0.2023,negative
"1622964526873464832 2023-02-07 14:24:31 +0000 <Fular4Ghanshyam> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/3aAJwOnWDX
",fularghanshyam bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1622925384215035904 2023-02-07 11:48:58 +0000 <Himansh78606914> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/Mw08GENBv6
",himansh bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1623994632249147393 2023-02-10 10:37:47 +0000 <John2Tesla> 欧州の養命酒イエガーマイスターをストレートで毎晩数杯飲むようになってから翌朝の体調がすこぶる良い。薬草臭い味も好き。  https://t.co/0IJEocm59z
",johntesla 欧州の養命酒イエガーマイスターをストレートで毎晩数杯飲むようになってから翌朝の体調がすこぶる良い。薬草臭い味も好き。,0,0,0.0,neutral
"1623316793560297474 2023-02-08 13:44:18 +0000 <edison_sullivan> Elon Musk to unveil Tesla's 'Master Plan 3' at first investor day -  https://t.co/sny47bF2a7 #ElonMusk
",edisonsullivan elon musk to unveil teslas master plan at first investor day elonmusk,0,0,0.0,neutral
"1622926912526884864 2023-02-07 11:55:03 +0000 <PhilipH12209709> HEALING FREQUENCIES l  Multiple Tesla coil frequencies l 1 Hour  https://t.co/oimBW2AKm9 via @YouTube to @SolentUni @EinsteinMed @KingstonHospNHS @UHSFT @NHSSotonCityCCG hi I am in #pain #diabetes #NHS learning to heal #painrelief #dr #drs my art @Tesla #Tesla coil show others ok  https://t.co/2jj6ZBarOV
",philiph healing frequencies l multiple tesla coil frequencies l hour via to hi i am in pain diabetes nhs learning to heal painrelief dr drs my art tesla coil show others ok,0,0,-0.2732,negative
"1622929735805444103 2023-02-07 12:06:16 +0000 <MiniforIYC> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/10SdRE3PR4
",miniforiyc bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1624000865463058432 2023-02-10 11:02:33 +0000 <TeslaAndDoge> I save 70% of my income every month
",teslaanddoge i save of my income every month,0,0,0.4939,positive
"1624002633089552384 2023-02-10 11:09:34 +0000 <wanwan_tesla> サポートセンターに母アカで問い合わせたら父アカのXには付けられませんってw せっかく母アカで問い合わせたのにww 仕事から帰ってメール見たら放念くださいって🤣あんま使わへん単語出てきた🥹 私は放念するけどネタといてここに残しておきます🤣悪
",wanwantesla サポートセンターに母アカで問い合わせたら父アカのxには付けられませんってw せっかく母アカで問い合わせたのにww 仕事から帰ってメール見たら放念くださいって🤣あんま使わへん単語出てきた🥹 私は放念するけどネタといてここに残しておきます🤣悪,2,0,2.0,positive
"1622974249555345408 2023-02-07 15:03:09 +0000 <Sujanian17> Bill Gates - Microsoft Elon Musk - Tesla Gautam Adani - PM Modi  #ModiJPCseDaroMat  https://t.co/HnLpvtxz7R
",sujanian bill gates microsoft elon musk tesla gautam adani pm modi modijpcsedaromat,0,0,0.0,neutral
"1622977703753252870 2023-02-07 15:16:52 +0000 <satin_whitecoat> With in last 12 months: - Amazon lost   $756.7B.  - Alphabet shed $689.7B - Meta  around  $616.8 B. - Tesla+Nvidia if included  Total wiped out was about *$5.6 trillion* market value.  #Adani lost 118 bn  check the maturity of both countries  Check their &amp; our reactions  https://t.co/2EDap8ocxD
",satinwhitecoat with in last months amazon lost b alphabet shed b meta around b teslanvidia if included total wiped out was about trillion market value adani lost bn check the maturity of both countries check their amp our reactions,0,0,-0.128,negative
"1623994877955436550 2023-02-10 10:38:45 +0000 <TESLA_CREADOR> @fernadez116 Igualmente Pedro
",teslacreador igualmente pedro,0,0,0.0,neutral
"1623311367380819969 2023-02-08 13:22:44 +0000 <elonsatoshimusk> @plugnyc @Flo #Flo  @NYCMayor @NYCMayorsOffice #plugnyc if only I could access #EV charging in #NY without selfish peopling blocking #chargingstations isn't cool 🤬 #NYC #Tesla #wtfmoment  https://t.co/sepNZvjEzf
",elonsatoshimusk flo plugnyc if only i could access ev charging in ny without selfish peopling blocking chargingstations isnt cool 🤬 nyc tesla wtfmoment,0,1,-0.5831999999999999,negative
"1623703379401646080 2023-02-09 15:20:27 +0000 <MKucala> @ARKInvest Tesla (TSLA) Continues to Surge, Now Up 5.7%  https://t.co/pEUDk7Qf83 via @Street_Insider
",mkucala tesla tsla continues to surge now up via,0,0,0.0,neutral
"1622948111927635975 2023-02-07 13:19:17 +0000 <RepartoDigital> 🧲 10 datos que no sabías sobre Nikola Tesla  https://t.co/Kc3elfNp6o
",repartodigital 🧲 datos que no sabías sobre nikola tesla,0,0,-0.296,negative
"1622972810015707139 2023-02-07 14:57:25 +0000 <LosArticulistas> ⏰ Tesla realmente era un «científico loco» arquetípico. Aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo  https://t.co/ckjBsPtKfN
",losarticulistas ⏰ tesla realmente era un «científico loco» arquetípico aquí están representados los dos lados de uno de los pensadores más complejos de nuestro tiempo,0,0,0.0,neutral
"1623996767397355520 2023-02-10 10:46:16 +0000 <TESLA_no_TUNO> @WeizRion 激寒ですよ🥶
",teslanotuno 激寒ですよ🥶,0,0,0.0,neutral
"1624000017173454848 2023-02-10 10:59:11 +0000 <TeslaFala> @GerberKawasaki @stevenmarkryan  https://t.co/pjEmVvrIS7
",teslafala,0,0,0.0,neutral
"1623999085551431680 2023-02-10 10:55:29 +0000 <tesla_kobe> @TS_model3_RWD 唐揚げならすぐ出たかもしれない🤔
",teslakobe 唐揚げならすぐ出たかもしれない🤔,0,0,0.0,neutral
"1622928350183362560 2023-02-07 12:00:45 +0000 <GacetaMadrid> Nikola Tesla vs. Thomas Edison: ¿Quién es el mejor inventor?  https://t.co/22835EQK9c
",gacetamadrid nikola tesla vs thomas edison ¿quién es el mejor inventor,0,0,0.0,neutral
"1622983670582722560 2023-02-07 15:40:35 +0000 <TeActualizas> 🧲 10 datos que no sabías sobre Nikola Tesla  https://t.co/nNTveFpFNj
",teactualizas 🧲 datos que no sabías sobre nikola tesla,0,0,-0.296,negative
"1624013890857099265 2023-02-10 11:54:18 +0000 <mafgatania> Is that a clutch or what is it?? Hey dig on this .. @fedupguy4usa  https://t.co/E1eUG9wiY1
",mafgatania is that a clutch or what is it hey dig on this,0,0,0.0,neutral
"1624002334438092802 2023-02-10 11:08:23 +0000 <Tuitores> 🧰 ¿Qué predijo Nikola Tesla que se ha hecho realidad?  https://t.co/SyfonLqSfy
",tuitores 🧰 ¿qué predijo nikola tesla que se ha hecho realidad,0,0,0.34,positive
"1624015255742603265 2023-02-10 11:59:44 +0000 <TeslaAndDoge> @eveenhuis Why?
",teslaanddoge why,0,0,0.0,neutral
"1624009738391519232 2023-02-10 11:37:48 +0000 <TeslaModelYAust> @The_Beuge Yes the MYP is the same dimensions, apart from having 21 inch wheels
",teslamodelyaust yes the myp is the same dimensions apart from having inch wheels,0,0,0.4019,positive
"1624010872346517507 2023-02-10 11:42:19 +0000 <graylanj> @Tesla HyperTimeDan needs sometime to get used to his abilities. and to build trust with us  we started out with mistrust.  that's gotta be shown  that most people are actually good.
",graylanj hypertimedan needs sometime to get used to his abilities and to build trust with us we started out with mistrust thats gotta be shown that most people are actually good,0,0,0.802,positive
"1624010802616311811 2023-02-10 11:42:02 +0000 <bitcoinbluecoin> @hirozaki2020 suriyeliye benzemiyorlar..ama belliki onlardan farksız bir tür grup..acilen kuduz köpek gibi vurulmalılar..
",bitcoinbluecoin suriyeliye benzemiyorlarama belliki onlardan farksız bir tür grupacilen kuduz köpek gibi vurulmalılar,0,0,0.0,neutral
"1623699441105469440 2023-02-09 15:04:48 +0000 <MKucala> @TeslaOwnersEBay Tesla's Model Y and Model 3 top-selling vehicles in California in 2022  https://t.co/5qXA1D2Ke7 via @Street_Insider   It is the first time a Tesla model topped the annual sales list in California, a major vehicle market where one in five cars is electric. 02-08
",mkucala teslas model y and model topselling vehicles in california in via it is the first time a tesla model topped the annual sales list in california a major vehicle market where one in five cars is electric,0,0,0.0,neutral
"1623987196196794369 2023-02-10 10:08:14 +0000 <TeslaPhonatic> @ZivGidron @farzyness  https://t.co/bdG9INAPeR
",teslaphonatic,0,0,0.0,neutral
"1623689722299322368 2023-02-09 14:26:11 +0000 <SurjeighIsTaken> fuck you tesla man. now no one can live tweet tv shows, events and live streams
",surjeighistaken fuck you tesla man now no one can live tweet tv shows events and live streams,0,0,-0.6908,negative
"1623999766303588354 2023-02-10 10:58:11 +0000 <OliverCloth> @aktienmessie Mit dem richtigen Mindset wärst du beim Tesla Verdoppler die letzten 4-5 Wochen vielleicht dabei gewesen. 😉
",olivercloth mit dem richtigen mindset wärst du beim tesla verdoppler die letzten wochen vielleicht dabei gewesen 😉,0,0,-0.5994,negative
"1623335842868768769 2023-02-08 14:59:59 +0000 <stonecold2000> 2021年Q2（4～7月）までにTesla購入した人はTPC、8月以降Tesla購入したらCCS2。 TPCTeslaを購入した人はCCS1→TPCアダプターを使いDC充電できるが、2020年Q4～2021年Q2までのモデルしかアダプターを認識しないので使えないというややこしさ。  そんな事は誰も知らないw  https://t.co/8ZtrUCq2sy
",stonecold 年q（～月）までにtesla購入した人はtpc、月以降tesla購入したらccs。 tpcteslaを購入した人はccs→tpcアダプターを使いdc充電できるが、年q～年qまでのモデルしかアダプターを認識しないので使えないというややこしさ。 そんな事は誰も知らないw,0,0,0.0,neutral
"1622970322353000449 2023-02-07 14:47:32 +0000 <Pteslabitcoin77> Ron Baron, who runs one of the best-performing funds, says Tesla could hit $1,500 a share by 2030 $TSLA
",pteslabitcoin ron baron who runs one of the bestperforming funds says tesla could hit a share by tsla,0,0,0.296,positive
"1622947210882166786 2023-02-07 13:15:42 +0000 <LPMississippi> MS HB 101 will prevent manufacturers, such as Tesla, from being able to sell directly to the consumer. This will mean that you, the consumer, must go through a dealership to purchase a vehicle - ensuring more costs for you. This is not a free market.   https://t.co/q7QSxNbiM1
",lpmississippi ms hb will prevent manufacturers such as tesla from being able to sell directly to the consumer this will mean that you the consumer must go through a dealership to purchase a vehicle ensuring more costs for you this is not a free market,0,0,-0.1285,negative
"1623629253370646531 2023-02-09 10:25:54 +0000 <H34DKULT> Regardless of whether this turns out to be true or not, can we all agree that Muskrat should just go back to Tesla? 🙄
",hdkult regardless of whether this turns out to be true or not can we all agree that muskrat should just go back to tesla 🙄,0,1,-0.35140000000000005,negative
"1624015665286852609 2023-02-10 12:01:22 +0000 <MuskUniversity> “Founding story of Tesla as portrayed by Eberhard is patently false. I wish I had never met him.  Eberhard is by far the worst person I’ve ever worked with in my entire career. Given how many people I’ve worked with over the years, that’s really saying something..”  | Elon Musk
",muskuniversity “founding story of tesla as portrayed by eberhard is patently false i wish i had never met him eberhard is by far the worst person i’ve ever worked with in my entire career given how many people i’ve worked with over the years that’s really saying something” elon musk,0,0,-0.34,negative
"1623991632428421120 2023-02-10 10:25:52 +0000 <tesla987654321> ドイツの田舎の方を旅行中、目の前で電車に乗り遅れた時にあの電車を追ってくれって言ったことがありますww  価格交渉して、次の駅までぶっ飛ばしてくれました😅
",tesla ドイツの田舎の方を旅行中、目の前で電車に乗り遅れた時にあの電車を追ってくれって言ったことがありますww 価格交渉して、次の駅までぶっ飛ばしてくれました😅,0,0,0.0,neutral
"1624006401944354816 2023-02-10 11:24:33 +0000 <TeslaManJapan> @hiroshiy Karuizawa is beautiful. Do they have a Supercharger?
",teslamanjapan karuizawa is beautiful do they have a supercharger,0,0,0.5994,positive
"1623993178687766530 2023-02-10 10:32:00 +0000 <TeslaRoadster23> @ayrastarr Gassing up a bundesliga reject
",teslaroadster gassing up a bundesliga reject,0,0,-0.4019,negative
"1623985250547421185 2023-02-10 10:00:30 +0000 <Tesla_1104HX> 부모님 같은 건 없어. 태어났을 때부터 그곳으로 넘겨졌으니까. 가족은 그곳에서 자란 아이들뿐이야. 너는 그 소중한 가족이라고. 난 출하되지 않았어. 그곳을 탈출했으니까.
",teslahx 부모님 같은 건 없어 태어났을 때부터 그곳으로 넘겨졌으니까 가족은 그곳에서 자란 아이들뿐이야 너는 그 소중한 가족이라고 난 출하되지 않았어 그곳을 탈출했으니까,0,0,0.0,neutral
"1623688473336061954 2023-02-09 14:21:13 +0000 <lancelyons> @SawyerMerritt @elonmusk @Tesla Elon pushes propaganda and his twitter dump never shows all the Republican trump admin requests for censorship of tweets.  Why not release all the Republican requests chief twit?   https://t.co/XFH7oJ7Kyf
",lancelyons elon pushes propaganda and his twitter dump never shows all the republican trump admin requests for censorship of tweets why not release all the republican requests chief twit,0,0,-0.5574,negative
"1623662118791700485 2023-02-09 12:36:29 +0000 <IanECox> @coldtusker @AndrewMusembi8 @Tesla @Ford @WillKnocker GM never received a AVTM loan.   The date of payoff on others is irrelevant to any point you're trying to make today.
",ianecox gm never received a avtm loan the date of payoff on others is irrelevant to any point youre trying to make today,0,0,0.0,neutral
"1623701666779332609 2023-02-09 15:13:38 +0000 <blubsberry> Everyone been so busy talking about Tesla they forgot to check on $RACE 💪🏻😤🇮🇹  Luxury/brand moat/ridiculous margins/interesting chart (break out or double top?)  High PE but is it deserved? @arny_trezzi do you have an opinion on this one?   https://t.co/POuKskwuYK
",blubsberry everyone been so busy talking about tesla they forgot to check on race 💪🏻😤🇮🇹 luxurybrand moatridiculous marginsinteresting chart break out or double top high pe but is it deserved do you have an opinion on this one,0,0,0.1027,positive
